ranking,score_final,roic_score,growth_2006_score,growth_2017_score,ev_ebit_score,symbol,companyName,exchange,sector,industry,current_price,fair_value_min,fair_value_max,trading_currency,reported_currency,ey_overall_min,ey_overall_max,ey_q1_min,ey_q1_max,ey_q2_min,ey_q2_max,ey_q3_min,ey_q3_max,ey_q4_min,ey_q4_max,ey_q5_min,ey_q5_max,fair_value_min_unconverted,fair_value_max_unconverted,marketCapTTM,enterpriseValueTTM,returnOnEquityTTM,returnOnInvestedCapitalTTM,returnOnInvestedCapitalTTM_win,returnOnInvestedCapitalTTM_original,ev_ebit,ev_ebit_win,ev_ebit_original,revenue_per_share_cagr_2006_ltm,revenue_per_share_cagr_2006_ltm_win,revenue_per_share_cagr_2006_ltm_original,revenue_per_share_cagr_2017_ltm,revenue_per_share_cagr_2017_ltm_win,revenue_per_share_cagr_2017_ltm_original,operating_income_per_share_cagr_2006_ltm,operating_income_per_share_cagr_2017_ltm,revenue_per_share_2006,revenue_per_share_2017,revenue_per_share_ltm,operating_income_per_share_2006,operating_income_per_share_2017,operating_income_per_share_ltm,revenue_2006,operatingIncome_2006,shares_2006,revenue_2017,operatingIncome_2017,shares_2017,revenue_ltm,operatingIncome_ltm,shares_ltm,netIncome_ltm,incomeTaxExpense_ltm,interestExpense_ltm,ebit_ltm
932,0.49176,0.36116,0.38656,0.37495,0.73605,BXS,BancorpSouth Bank,NYSE,Financial Services,Banks - Regional,28.76000,19.18360,53.60588,USD,USD,0.01291,0.14856,,,,,,,,,,,19.18360,53.60588,5247607120.00000,5131891120.00000,0.08281,0.10055,0.10055,0.10055,11.23621,11.23621,11.23621,0.01469,0.01469,0.01469,0.02474,0.02474,0.02474,-0.01942,0.04578,7.46993,8.10464,9.85454,6.13673,2.95517,4.22783,591893000.00000,486254000.00000,79236709.00000,742069000.00000,270578000.00000,91561000.00000,1064576000,456728000,108029000.00000,298624000,78845000.00000,79259000.00000,456728000.00000
934,0.49167,0.01632,0.52218,0.60366,0.87704,COFS,"ChoiceOne Financial Services, Inc.",NASDAQ,Financial Services,Banks - Regional,26.12000,22.19197,36.10688,USD,USD,0.00313,0.14870,,,,,,,,,,,22.19197,36.10688,392839576.00000,506840576.00000,0.11502,0.00733,0.00733,0.00733,6.35529,6.35529,6.35529,0.04025,0.04025,0.04025,0.07392,0.07392,0.07392,0.03798,0.03116,6.34032,7.58475,13.41908,1.48732,2.36247,3.01988,11625000.00000,2727000.00000,1833505.00000,27466000.00000,8555000.00000,3621216.00000,116004000,26106000,8644705.00000,26727000,6362000.00000,46662000.00000,79751000.00000
950,0.48761,0.19044,0.66550,0.54650,0.69375,FDX,FedEx Corporation,NYSE,Industrials,Integrated Freight & Logistics,210.12000,127.76133,245.27571,USD,USD,0.02887,0.12562,,,,,,,,,,,127.76133,245.27571,50344541880.00000,67845541880.00000,0.08522,0.05440,0.05440,0.05440,12.70040,12.70040,12.70040,0.06726,0.06726,0.06726,0.06163,0.06163,0.06163,0.04420,0.02205,106.21615,226.76316,365.89583,9.91316,18.93609,22.54583,32294000000.00000,3014000000.00000,304040404.00000,60319000000.00000,5037000000.00000,266000000.00000,87815000000,5411000000,240000000.00000,3918000000,1328000000.00000,96000000.00000,5342000000.00000
951,0.48687,0.52122,0.60098,0.59459,0.34307,PSA-PF,Public Storage,NYSE,Real Estate,REIT - Industrial,20.98000,50.87988,252.35509,USD,USD,0.01492,0.21580,,,,,,,,,,,50.87988,252.35509,49911399010.00000,58817017010.00000,0.21302,0.14382,0.14382,0.14382,24.84000,24.84000,24.84000,0.05510,0.05510,0.05510,0.07197,0.07197,0.07197,0.10123,0.08522,9.67366,15.37055,26.80177,2.52412,8.19721,15.76931,1381011000.00000,360344000.00000,142760000.00000,2668528000.00000,1423142000.00000,173613000.00000,4695616000,2762751000,175198000.00000,2075765000,4669000.00000,287401000.00000,2367835000.00000
952,0.48687,0.52122,0.60098,0.59459,0.34307,PSA-PH,Public Storage,NYSE,Real Estate,REIT - Industrial,22.70000,50.87988,252.35509,USD,USD,0.01492,0.21580,,,,,,,,,,,50.87988,252.35509,49911399010.00000,58817017010.00000,0.21302,0.14382,0.14382,0.14382,24.84000,24.84000,24.84000,0.05510,0.05510,0.05510,0.07197,0.07197,0.07197,0.10123,0.08522,9.67366,15.37055,26.80177,2.52412,8.19721,15.76931,1381011000.00000,360344000.00000,142760000.00000,2668528000.00000,1423142000.00000,173613000.00000,4695616000,2762751000,175198000.00000,2075765000,4669000.00000,287401000.00000,2367835000.00000
953,0.48687,0.52122,0.60098,0.59459,0.34307,PSA-PM,Public Storage,NYSE,Real Estate,REIT - Industrial,16.96000,50.87988,252.35509,USD,USD,0.01492,0.21580,,,,,,,,,,,50.87988,252.35509,49911399010.00000,58817017010.00000,0.21302,0.14382,0.14382,0.14382,24.84000,24.84000,24.84000,0.05510,0.05510,0.05510,0.07197,0.07197,0.07197,0.10123,0.08522,9.67366,15.37055,26.80177,2.52412,8.19721,15.76931,1381011000.00000,360344000.00000,142760000.00000,2668528000.00000,1423142000.00000,173613000.00000,4695616000,2762751000,175198000.00000,2075765000,4669000.00000,287401000.00000,2367835000.00000
954,0.48687,0.52122,0.60098,0.59459,0.34307,PSA-PQ,Public Storage,NYSE,Real Estate,REIT - Industrial,16.04000,50.87988,252.35509,USD,USD,0.01492,0.21580,,,,,,,,,,,50.87988,252.35509,49911399010.00000,58817017010.00000,0.21302,0.14382,0.14382,0.14382,24.84000,24.84000,24.84000,0.05510,0.05510,0.05510,0.07197,0.07197,0.07197,0.10123,0.08522,9.67366,15.37055,26.80177,2.52412,8.19721,15.76931,1381011000.00000,360344000.00000,142760000.00000,2668528000.00000,1423142000.00000,173613000.00000,4695616000,2762751000,175198000.00000,2075765000,4669000.00000,287401000.00000,2367835000.00000
955,0.48687,0.52122,0.60098,0.59459,0.34307,PSA-PI,Public Storage,NYSE,Real Estate,REIT - Industrial,19.91000,50.87988,252.35509,USD,USD,0.01492,0.21580,,,,,,,,,,,50.87988,252.35509,49911399010.00000,58817017010.00000,0.21302,0.14382,0.14382,0.14382,24.84000,24.84000,24.84000,0.05510,0.05510,0.05510,0.07197,0.07197,0.07197,0.10123,0.08522,9.67366,15.37055,26.80177,2.52412,8.19721,15.76931,1381011000.00000,360344000.00000,142760000.00000,2668528000.00000,1423142000.00000,173613000.00000,4695616000,2762751000,175198000.00000,2075765000,4669000.00000,287401000.00000,2367835000.00000
956,0.48687,0.52122,0.60098,0.59459,0.34307,PSA-PJ,Public Storage,NYSE,Real Estate,REIT - Industrial,19.16000,50.87988,252.35509,USD,USD,0.01492,0.21580,,,,,,,,,,,50.87988,252.35509,49911399010.00000,58817017010.00000,0.21302,0.14382,0.14382,0.14382,24.84000,24.84000,24.84000,0.05510,0.05510,0.05510,0.07197,0.07197,0.07197,0.10123,0.08522,9.67366,15.37055,26.80177,2.52412,8.19721,15.76931,1381011000.00000,360344000.00000,142760000.00000,2668528000.00000,1423142000.00000,173613000.00000,4695616000,2762751000,175198000.00000,2075765000,4669000.00000,287401000.00000,2367835000.00000
957,0.48687,0.52122,0.60098,0.59459,0.34307,PSA-PS,Public Storage,NYSE,Real Estate,REIT - Industrial,16.68000,50.87988,252.35509,USD,USD,0.01492,0.21580,,,,,,,,,,,50.87988,252.35509,49911399010.00000,58817017010.00000,0.21302,0.14382,0.14382,0.14382,24.84000,24.84000,24.84000,0.05510,0.05510,0.05510,0.07197,0.07197,0.07197,0.10123,0.08522,9.67366,15.37055,26.80177,2.52412,8.19721,15.76931,1381011000.00000,360344000.00000,142760000.00000,2668528000.00000,1423142000.00000,173613000.00000,4695616000,2762751000,175198000.00000,2075765000,4669000.00000,287401000.00000,2367835000.00000
958,0.48687,0.52122,0.60098,0.59459,0.34307,PSA-PR,Public Storage,NYSE,Real Estate,REIT - Industrial,16.31000,50.87988,252.35509,USD,USD,0.01492,0.21580,,,,,,,,,,,50.87988,252.35509,49911399010.00000,58817017010.00000,0.21302,0.14382,0.14382,0.14382,24.84000,24.84000,24.84000,0.05510,0.05510,0.05510,0.07197,0.07197,0.07197,0.10123,0.08522,9.67366,15.37055,26.80177,2.52412,8.19721,15.76931,1381011000.00000,360344000.00000,142760000.00000,2668528000.00000,1423142000.00000,173613000.00000,4695616000,2762751000,175198000.00000,2075765000,4669000.00000,287401000.00000,2367835000.00000
959,0.48687,0.52122,0.60098,0.59459,0.34307,PSA-PO,Public Storage,NYSE,Real Estate,REIT - Industrial,15.95000,50.87988,252.35509,USD,USD,0.01492,0.21580,,,,,,,,,,,50.87988,252.35509,49911399010.00000,58817017010.00000,0.21302,0.14382,0.14382,0.14382,24.84000,24.84000,24.84000,0.05510,0.05510,0.05510,0.07197,0.07197,0.07197,0.10123,0.08522,9.67366,15.37055,26.80177,2.52412,8.19721,15.76931,1381011000.00000,360344000.00000,142760000.00000,2668528000.00000,1423142000.00000,173613000.00000,4695616000,2762751000,175198000.00000,2075765000,4669000.00000,287401000.00000,2367835000.00000
960,0.48687,0.52122,0.60098,0.59459,0.34307,PSA-PG,Public Storage,NYSE,Real Estate,REIT - Industrial,20.63000,50.87988,252.35509,USD,USD,0.01492,0.21580,,,,,,,,,,,50.87988,252.35509,49911399010.00000,58817017010.00000,0.21302,0.14382,0.14382,0.14382,24.84000,24.84000,24.84000,0.05510,0.05510,0.05510,0.07197,0.07197,0.07197,0.10123,0.08522,9.67366,15.37055,26.80177,2.52412,8.19721,15.76931,1381011000.00000,360344000.00000,142760000.00000,2668528000.00000,1423142000.00000,173613000.00000,4695616000,2762751000,175198000.00000,2075765000,4669000.00000,287401000.00000,2367835000.00000
962,0.48687,0.52122,0.60098,0.59459,0.34307,PSA-PK,Public Storage,NYSE,Real Estate,REIT - Industrial,19.38330,50.87988,252.35509,USD,USD,0.01492,0.21580,,,,,,,,,,,50.87988,252.35509,49911399010.00000,58817017010.00000,0.21302,0.14382,0.14382,0.14382,24.84000,24.84000,24.84000,0.05510,0.05510,0.05510,0.07197,0.07197,0.07197,0.10123,0.08522,9.67366,15.37055,26.80177,2.52412,8.19721,15.76931,1381011000.00000,360344000.00000,142760000.00000,2668528000.00000,1423142000.00000,173613000.00000,4695616000,2762751000,175198000.00000,2075765000,4669000.00000,287401000.00000,2367835000.00000
963,0.48687,0.52122,0.60098,0.59459,0.34307,PSA-PP,Public Storage,NYSE,Real Estate,REIT - Industrial,16.30000,50.87988,252.35509,USD,USD,0.01492,0.21580,,,,,,,,,,,50.87988,252.35509,49911399010.00000,58817017010.00000,0.21302,0.14382,0.14382,0.14382,24.84000,24.84000,24.84000,0.05510,0.05510,0.05510,0.07197,0.07197,0.07197,0.10123,0.08522,9.67366,15.37055,26.80177,2.52412,8.19721,15.76931,1381011000.00000,360344000.00000,142760000.00000,2668528000.00000,1423142000.00000,173613000.00000,4695616000,2762751000,175198000.00000,2075765000,4669000.00000,287401000.00000,2367835000.00000
964,0.48687,0.52122,0.60098,0.59459,0.34307,PSA-PL,Public Storage,NYSE,Real Estate,REIT - Industrial,18.96000,50.87988,252.35509,USD,USD,0.01492,0.21580,,,,,,,,,,,50.87988,252.35509,49911399010.00000,58817017010.00000,0.21302,0.14382,0.14382,0.14382,24.84000,24.84000,24.84000,0.05510,0.05510,0.05510,0.07197,0.07197,0.07197,0.10123,0.08522,9.67366,15.37055,26.80177,2.52412,8.19721,15.76931,1381011000.00000,360344000.00000,142760000.00000,2668528000.00000,1423142000.00000,173613000.00000,4695616000,2762751000,175198000.00000,2075765000,4669000.00000,287401000.00000,2367835000.00000
965,0.48687,0.52122,0.60098,0.59459,0.34307,PSA-PN,Public Storage,NYSE,Real Estate,REIT - Industrial,15.90000,50.87988,252.35509,USD,USD,0.01492,0.21580,,,,,,,,,,,50.87988,252.35509,49911399010.00000,58817017010.00000,0.21302,0.14382,0.14382,0.14382,24.84000,24.84000,24.84000,0.05510,0.05510,0.05510,0.07197,0.07197,0.07197,0.10123,0.08522,9.67366,15.37055,26.80177,2.52412,8.19721,15.76931,1381011000.00000,360344000.00000,142760000.00000,2668528000.00000,1423142000.00000,173613000.00000,4695616000,2762751000,175198000.00000,2075765000,4669000.00000,287401000.00000,2367835000.00000
966,0.48672,0.07151,0.79168,0.39286,0.88810,GRFS,"Grifols, S.A.",NASDAQ,Healthcare,Drug Manufacturers - General,6.65000,4.08014,7.32528,USD,USD,0.00623,0.06826,,,,,,,,,,,4.08014,7.32528,5063731101.40464,4418789101.40464,0.02192,0.02225,0.02225,0.02225,5.97255,5.97255,5.97255,0.09104,0.09104,0.09104,0.02859,0.02859,0.02859,0.08816,-0.02838,1.51029,6.31115,7.90761,0.23392,1.46645,1.16473,648797000.00000,100490000.00000,429583236.00000,4318073000.00000,1003343000.00000,684197276.00000,5380412000,792493000,680409104.00000,122525000,107305000.00000,510020000.00000,739850000.00000
969,0.48546,0.70455,0.39855,0.30218,0.42364,BFS,"Saul Centers, Inc.",NYSE,Real Estate,REIT - Retail,34.28000,20.06931,44.76381,USD,USD,0.02251,0.09866,,,,,,,,,,,20.06931,44.76381,829603424.00000,1867136424.00000,0.13967,0.19338,0.19338,0.19338,22.05062,22.05062,22.05062,0.01695,0.01695,0.01695,0.00909,0.00909,0.00909,0.06561,0.14110,8.10649,10.37784,11.15706,2.37787,2.76691,7.95380,137978000.00000,40473000.00000,17020690.00000,227285000.00000,60598000.00000,21901000.00000,269019000,191782000,24112000.00000,47851000,-15796000.00000,52620000.00000,84675000.00000
970,0.48546,0.70455,0.39855,0.30218,0.42364,BFS-PE,"Saul Centers, Inc.",NYSE,Real Estate,REIT - Retail,19.33000,20.06931,44.76381,USD,USD,0.02251,0.09866,,,,,,,,,,,20.06931,44.76381,829603424.00000,1867136424.00000,0.13967,0.19338,0.19338,0.19338,22.05062,22.05062,22.05062,0.01695,0.01695,0.01695,0.00909,0.00909,0.00909,0.06561,0.14110,8.10649,10.37784,11.15706,2.37787,2.76691,7.95380,137978000.00000,40473000.00000,17020690.00000,227285000.00000,60598000.00000,21901000.00000,269019000,191782000,24112000.00000,47851000,-15796000.00000,52620000.00000,84675000.00000
971,0.48546,0.70455,0.39855,0.30218,0.42364,BFS-PD,"Saul Centers, Inc.",NYSE,Real Estate,REIT - Retail,20.46000,20.06931,44.76381,USD,USD,0.02251,0.09866,,,,,,,,,,,20.06931,44.76381,829603424.00000,1867136424.00000,0.13967,0.19338,0.19338,0.19338,22.05062,22.05062,22.05062,0.01695,0.01695,0.01695,0.00909,0.00909,0.00909,0.06561,0.14110,8.10649,10.37784,11.15706,2.37787,2.76691,7.95380,137978000.00000,40473000.00000,17020690.00000,227285000.00000,60598000.00000,21901000.00000,269019000,191782000,24112000.00000,47851000,-15796000.00000,52620000.00000,84675000.00000
972,0.48541,0.00652,0.48928,0.43508,1.00000,AUBN,"Auburn National Bancorporation, Inc.",NASDAQ,Financial Services,Banks - Regional,21.24000,8.30183,22.36697,USD,USD,0.01132,0.22164,,,,,,,,,,,8.30183,22.36697,74206188.00000,18052188.00000,0.08193,0.00468,0.00468,0.00468,0.90243,2.09891,0.90243,0.03405,0.03405,0.03405,0.03767,0.03767,0.03767,-0.07495,-0.10397,5.46068,7.67562,10.31743,7.55524,4.13792,1.71938,20628944.00000,28541574.00000,3777721.00000,27967000.00000,15077000.00000,3643616.00000,36046000,6007000,3493699.00000,6397000,2000000.00000,11607000.00000,20004000.00000
975,0.48503,0.32035,0.70651,0.41550,0.64065,FLO,"Flowers Foods, Inc.",NYSE,Consumer Defensive,Packaged Foods,18.82000,11.93088,22.96573,USD,USD,0.00193,0.09890,,,,,,,,,,,11.93088,22.96573,3968102900.00000,5322189900.00000,0.17796,0.08952,0.08952,0.08952,14.53868,14.53868,14.53868,0.07499,0.07499,0.07499,0.03346,0.03346,0.03346,0.07976,0.10121,6.13376,18.62349,24.23336,0.38483,0.76476,1.65383,1888654000.00000,118493000.00000,307911375.00000,3920733000.00000,161003000.00000,210526204.00000,5103487000,348292000,210597558.00000,248116000,80826000.00000,37129000.00000,366071000.00000
976,0.48482,0.28554,0.30060,0.33273,0.84488,UMPQ,Umpqua Holdings Corporation,NASDAQ,Financial Services,Banks - Regional,17.66000,7.25761,21.89335,USD,USD,0.01096,0.21357,,,,,,,,,,,7.25761,21.89335,3833191441.00000,3947869441.00000,0.12880,0.08011,0.08011,0.08011,7.46884,7.46884,7.46884,-0.00151,-0.00151,-0.00151,0.01566,0.01566,0.01566,-0.03948,0.03120,6.01929,5.16520,5.84898,5.24364,1.90769,2.43921,315721000.00000,275037000.00000,52451553.00000,1137641000.00000,420171000.00000,220251000.00000,1269544000,529441000,217054000.00000,336752000,113826000.00000,78001000.00000,528579000.00000
977,0.48459,0.32157,0.51146,0.24223,0.81726,GAP,"The Gap, Inc.",NYSE,Consumer Cyclical,Apparel - Retail,19.13000,8.13228,24.84319,USD,USD,0.03581,0.27422,,,,,,,,,,,8.13228,24.84319,7171932650.00000,10311932650.00000,0.28117,0.08985,0.08985,0.08985,8.42478,8.42478,8.42478,0.03823,0.03823,0.03823,-0.00380,-0.00380,-0.00380,0.03872,-0.03173,19.18532,40.34351,39.13191,1.41276,3.76336,2.90779,15943000000.00000,1174000000.00000,831000000.00000,15855000000.00000,1479000000.00000,393000000.00000,15086000000,1121000000,385516554.00000,844000000,293000000.00000,87000000.00000,1224000000.00000
985,0.48357,0.01843,0.63796,0.56822,0.84524,PB,"Prosperity Bancshares, Inc.",NYSE,Financial Services,Banks - Regional,64.44000,44.02094,65.87953,USD,USD,0.03946,0.11495,,,,,,,,,,,44.02094,65.87953,6138728388.00000,9021308388.00000,0.06570,0.00790,0.00790,0.00790,7.45635,7.45635,7.45635,0.06207,0.06207,0.06207,0.06630,0.06630,0.06630,-0.06561,-0.16152,5.46568,10.26868,17.16173,5.95535,6.71467,1.64050,172127000.00000,187548000.00000,31492347.00000,713509000.00000,466562000.00000,69484000.00000,1634895000,156281000,95264000.00000,479386000,133279000.00000,597218000.00000,1209883000.00000
989,0.48304,0.02971,0.55147,0.51502,0.89453,PNC-PP,"The PNC Financial Services Group, Inc.",NYSE,Financial Services,Banks - Regional,25.45000,36.58848,142.57761,USD,USD,0.03218,0.37881,,,,,,,,,,,36.58848,142.57761,60589325000.00000,115358325000.00000,0.11003,0.01095,0.01095,0.01095,5.74980,5.74980,5.74980,0.04577,0.04577,0.04577,0.05486,0.05486,0.05486,0.01485,0.05970,22.23973,33.94802,52.04511,13.71575,11.41372,18.15038,6494000000.00000,4005000000.00000,292000000.00000,16329000000.00000,5490000000.00000,481000000.00000,20766000000,7242000000,399000000.00000,5889000000,1289000000.00000,12885000000.00000,20063000000.00000
993,0.48282,0.03248,0.54717,0.43229,0.95268,VABK,Virginia National Bankshares Corporation,NASDAQ,Financial Services,Banks - Regional,35.30000,8.00482,37.13908,USD,USD,0.00285,0.39476,,,,,,,,,,,8.00482,37.13908,190336894.00000,188531894.00000,0.10722,0.01170,0.01170,0.01170,3.73700,3.73700,3.73700,0.04496,0.04496,0.04496,0.03707,0.03707,0.03707,0.01608,-0.00806,5.99204,10.32838,13.81944,3.19765,4.61948,4.32980,16211000.00000,8651000.00000,2705423.00000,27257000.00000,12191000.00000,2639039.00000,74223000,23255000,5370912.00000,16966000,3933000.00000,29551000.00000,50450000.00000
994,0.48267,0.00034,0.51438,0.50818,0.93782,STBA,"S&T Bancorp, Inc.",NASDAQ,Financial Services,Banks - Regional,33.79000,26.05086,40.74632,USD,USD,0.02271,0.13167,,,,,,,,,,,26.05086,40.74632,1296529058.00000,1302023058.00000,0.09773,0.00301,0.00301,0.00301,4.25143,4.25143,4.25143,0.03878,0.03878,0.03878,0.05339,0.05339,0.05339,-0.09545,-0.17426,5.95773,8.09675,12.27521,6.45936,4.44333,0.96036,153508000.00000,166433000.00000,25766184.00000,281195000.00000,154314000.00000,34729376.00000,473337000,37032000,38560409.00000,131265000,33553000.00000,141437000.00000,306255000.00000
996,0.48232,0.00000,0.54967,0.53497,0.90803,NBTB,NBT Bancorp Inc.,NASDAQ,Financial Services,Banks - Regional,38.83000,24.75152,38.91375,USD,USD,0.02921,0.11999,,,,,,,,,,,24.75152,38.91375,1834865054.00000,1818850054.00000,0.09452,0.00197,0.00292,0.00197,5.28247,5.28247,5.28247,0.04543,0.04543,0.04543,0.05915,0.05915,0.05915,-0.05982,-0.15987,6.26597,9.20335,14.57490,2.36235,2.94853,0.73178,212462000.00000,80101000.00000,33907273.00000,400034000.00000,128161000.00000,43466138.00000,690486000,34668000,47375000.00000,140641000,38817000.00000,164860000.00000,344318000.00000
1001,0.48157,0.17361,0.42407,0.37360,0.88386,CVBF,CVB Financial Corp.,NASDAQ,Financial Services,Banks - Regional,16.85000,11.94048,19.85539,USD,USD,0.02752,0.12144,,,,,,,,,,,11.94048,19.85539,2352563300.00000,2647385300.00000,0.09354,0.04985,0.04985,0.04985,6.11918,6.11918,6.11918,0.02176,0.02176,0.02176,0.02445,0.02445,0.02445,-0.02838,-0.00740,2.36505,2.93438,3.55999,2.93326,1.80141,1.69748,202454000.00000,251094000.00000,85602381.00000,321048000.00000,197091000.00000,109409000.00000,493634000,235376000,138661665.00000,200716000,70522000.00000,161399000.00000,432637000.00000
1003,0.48130,0.17072,0.83795,0.52795,0.66152,GPN,Global Payments Inc.,NYSE,Industrials,Specialty Business Services,84.88000,76.18416,124.18651,USD,USD,0.00294,0.08125,,,,,,,,,,,76.18416,124.18651,20869954880.00000,34571905880.00000,0.07003,0.04907,0.04907,0.04907,13.81622,13.81622,13.81622,0.09976,0.09976,0.09976,0.05764,0.05764,0.05764,0.10903,0.13132,6.60737,25.70392,40.24280,1.35748,3.61371,9.69686,1061523000.00000,218089000.00000,160657303.00000,3975163000.00000,558868000.00000,154652000.00000,10105893000,2435104000,251123000.00000,1570365000,295134000.00000,636771000.00000,2502270000.00000
1004,0.48120,0.01329,0.57805,0.54711,0.87485,PWOD,"Penns Woods Bancorp, Inc.",NASDAQ,Financial Services,Banks - Regional,26.12000,16.61109,27.64394,USD,USD,0.01311,0.14268,,,,,,,,,,,16.61109,27.64394,198848426.00000,467619426.00000,0.08875,0.00651,0.00651,0.00651,6.43112,6.43112,6.43112,0.05078,0.05078,0.05078,0.06176,0.06176,0.06176,-0.03061,-0.04529,4.84172,7.68191,12.40757,4.37504,3.51170,2.42376,28572000.00000,25818000.00000,5901207.00000,54222000.00000,24787000.00000,7058402.00000,93496000,18264000,7535397.00000,17740000,4154000.00000,50818000.00000,72712000.00000
1010,0.48066,0.01059,0.89440,0.46131,0.85314,WSBF,"Waterstone Financial, Inc.",NASDAQ,Financial Services,Banks - Regional,12.71000,3.61431,13.98029,USD,USD,0.00329,0.27944,,,,,,,,,,,3.61431,13.98029,245554658.00000,653648658.00000,0.05520,0.00578,0.00578,0.00578,7.18279,7.18279,7.18279,0.11040,0.11040,0.11040,0.04331,0.04331,0.04331,0.05664,-0.05825,1.20268,6.26512,8.79505,0.35134,1.61769,1.00086,43651000.00000,12752000.00000,36294914.00000,172084000.00000,44433000.00000,27467000.00000,163201000,18572000,18556000.00000,18688000,5314000.00000,67000000.00000,91002000.00000
1011,0.48041,0.25381,0.34809,0.57259,0.67545,SFL,SFL Corporation Ltd.,NYSE,Industrials,Marine Shipping,7.20000,2.82482,8.43140,USD,USD,0.01012,0.35754,,,,,,,,,,,2.82482,8.43140,1049104800.00000,3754015800.00000,0.12002,0.07153,0.07153,0.07153,13.33377,13.33377,13.33377,0.00744,0.00744,0.00744,0.06724,0.06724,0.06724,-0.02929,0.04441,5.82502,3.98422,6.70564,4.02863,1.61748,2.28990,424658000.00000,293697000.00000,72902419.00000,380878000.00000,154626000.00000,95596644.00000,898177000,306717000,133943433.00000,130653000,10631000.00000,140258000.00000,281542000.00000
1014,0.47926,0.35912,0.52319,0.37156,0.66615,TNC,Tennant Company,NYSE,Industrials,Industrial - Machinery,74.48000,47.73917,82.60962,USD,USD,0.00775,0.09342,,,,,,,,,,,47.73917,82.60962,1400685776.00000,1555385776.00000,0.13354,0.10000,0.10000,0.10000,13.65571,13.65571,13.65571,0.04044,0.04044,0.04044,0.02401,0.02401,0.02401,0.05652,0.18937,32.27094,56.68516,68.53261,2.15312,1.52831,6.11984,598981000.00000,39964000.00000,18561000.00000,1003066000.00000,27044000.00000,17695390.00000,1286700000,114900000,18775004.00000,83700000,21100000.00000,9100000.00000,113900000.00000
